Record_ID,Date,Crop_Name,Variety,Market_Name,District,Quantity_Arrived_kg,Demand_Level,Supply_Level,Weather,Festival_Season,Transportation_Cost,Distance_to_Market_km,Crop_Quality,Storage_Days,Buyer_Type,Farmer_Experience_Years,Market_Competition,Fuel_Price_per_Litre,Profit
R07741,03-10-2025,Cucumber,Premium,Chennai Market,Trichy,3412,Medium,Low,Rainy,No,2285,243,Grade C,8,Exporter,18,Medium,93,107344
R07742,19-01-2026,Cauliflower,Hybrid,Coimbatore Market,Coimbatore,4934,Medium,High,Rainy,No,2786,166,Grade A,14,Wholesaler,35,High,96,104088
R07743,30-12-2025,Pumpkin,Local,Chennai Market,Namakkal,4620,Medium,High,Cloudy,Yes,407,128,Grade A,15,Exporter,15,High,107,113589
R07744,26-01-2026,Cucumber,Premium,Erode Market,Coimbatore,389,Medium,Medium,Rainy,No,2613,144,Grade A,8,Supermarket,5,Low,114,76070
R07745,10-10-2025,Cucumber,Local,Madurai Market,Namakkal,3683,Medium,Medium,Rainy,Yes,3710,207,Grade B,4,Wholesaler,18,Low,109,93935
R07746,09-05-2026,Cauliflower,Local,Madurai Market,Dindigul,4001,High,Low,Sunny,Yes,1143,87,Grade A,4,Wholesaler,34,Low,106,151760
R07747,14-11-2025,Brinjal,Premium,Tiruppur Market,Namakkal,3098,Low,Low,Cloudy,Yes,2613,75,Grade A,3,Retailer,11,High,107,97331
R07748,01-12-2025,Tomato,Hybrid,Dindigul Market,Tiruppur,4938,Low,Medium,Cloudy,No,393,223,Grade C,9,Wholesaler,35,High,99,85704
R07749,21-01-2026,Onion,Hybrid,Karur Market,Karur,325,Medium,Low,Sunny,Yes,4073,230,Grade C,1,Retailer,17,Low,112,69814
R07750,06-01-2026,Cabbage,Hybrid,Coimbatore Market,Dindigul,2825,Medium,Medium,Cloudy,No,4867,155,Grade B,4,Supermarket,38,High,102,93965
R07751,24-10-2025,Radish,Premium,Salem Market,Trichy,2275,High,High,Sunny,Yes,1257,201,Grade C,6,Exporter,17,Medium,117,101855
R07752,25-02-2026,Brinjal,Premium,Namakkal Market,Chennai,413,Low,High,Sunny,No,4871,84,Grade A,8,Retailer,23,Medium,101,63138
R07753,22-09-2026,Beetroot,Premium,Chennai Market,Chennai,4968,Medium,Medium,Sunny,Yes,1221,49,Grade C,1,Retailer,23,High,93,126003
R07754,09-04-2025,Cabbage,Local,Karur Market,Chennai,1642,Medium,Low,Sunny,No,3607,207,Grade B,11,Exporter,18,High,93,90187
R07755,16-08-2026,Drumstick,Local,Trichy Market,Tiruppur,2998,High,Medium,Sunny,No,830,134,Grade A,4,Wholesaler,11,Low,112,116252
R07756,09-08-2026,Tomato,Premium,Chennai Market,Namakkal,3139,Low,Low,Sunny,No,795,159,Grade B,10,Exporter,1,High,96,96517
R07757,19-07-2025,Beans,Hybrid,Madurai Market,Salem,4219,Medium,Medium,Cloudy,No,1623,201,Grade C,14,Retailer,12,High,98,81233
R07758,21-01-2025,Cabbage,Hybrid,Chennai Market,Trichy,1363,Low,Low,Rainy,No,1483,240,Grade C,15,Retailer,12,Medium,107,38373
R07759,13-02-2026,Brinjal,Premium,Erode Market,Madurai,1981,Low,High,Cloudy,Yes,2565,96,Grade A,14,Supermarket,32,Low,100,87431
R07760,06-12-2025,Chilli,Premium,Dindigul Market,Salem,2989,Medium,Low,Sunny,No,2505,194,Grade A,14,Retailer,33,Medium,98,107469
R07761,23-04-2025,Brinjal,Hybrid,Madurai Market,Namakkal,1694,Low,Medium,Rainy,No,600,45,Grade A,8,Retailer,9,Medium,92,66277
R07762,31-08-2025,Brinjal,Hybrid,Namakkal Market,Dindigul,3175,Medium,High,Rainy,No,1068,163,Grade C,3,Supermarket,8,Low,90,78953
R07763,04-04-2025,Beetroot,Hybrid,Chennai Market,Coimbatore,3649,Low,Medium,Rainy,Yes,2914,16,Grade B,5,Retailer,39,Medium,91,106316
R07764,20-10-2026,Cauliflower,Local,Trichy Market,Trichy,2489,High,High,Sunny,Yes,305,44,Grade B,14,Supermarket,17,Medium,113,107683
R07765,15-04-2025,Drumstick,Local,Dindigul Market,Dindigul,2067,Medium,High,Cloudy,Yes,1275,120,Grade B,3,Exporter,17,Medium,92,84898
R07766,02-08-2026,Radish,Premium,Salem Market,Erode,1217,High,High,Sunny,No,4291,237,Grade A,12,Wholesaler,5,Low,97,84409
R07767,20-01-2025,Onion,Local,Madurai Market,Madurai,4713,High,High,Cloudy,Yes,1994,238,Grade B,3,Supermarket,24,Medium,109,117290
R07768,14-12-2025,Carrot,Premium,Tiruppur Market,Trichy,1332,Low,High,Sunny,No,743,33,Grade C,10,Exporter,38,High,117,70678
R07769,06-04-2026,Cucumber,Local,Chennai Market,Coimbatore,4702,Medium,Low,Cloudy,No,3634,213,Grade C,14,Retailer,31,High,97,73951
R07770,25-03-2026,Brinjal,Hybrid,Trichy Market,Madurai,4213,High,High,Rainy,Yes,1970,244,Grade B,14,Wholesaler,13,Low,91,109350
R07771,24-04-2026,Ladies Finger,Local,Chennai Market,Trichy,3180,High,Low,Cloudy,Yes,987,92,Grade B,5,Exporter,11,Low,90,132559
R07772,17-01-2025,Cauliflower,Premium,Dindigul Market,Namakkal,4199,Medium,High,Cloudy,Yes,671,173,Grade C,12,Supermarket,28,Medium,101,97987
R07773,05-07-2025,Chilli,Local,Namakkal Market,Chennai,2425,Low,Low,Sunny,No,1613,206,Grade C,13,Supermarket,30,High,108,80250
R07774,20-12-2026,Drumstick,Local,Karur Market,Madurai,2311,Low,Low,Rainy,Yes,2007,162,Grade A,9,Retailer,24,Medium,101,89923
R07775,18-03-2026,Chilli,Local,Salem Market,Chennai,2259,Low,Low,Rainy,Yes,3258,59,Grade C,4,Exporter,9,Low,103,82517
R07776,25-03-2025,Onion,Premium,Chennai Market,Namakkal,4141,Medium,High,Cloudy,Yes,1489,174,Grade B,2,Exporter,40,High,117,115014
R07777,19-07-2026,Beetroot,Hybrid,Madurai Market,Madurai,4944,High,Low,Sunny,Yes,2665,186,Grade A,5,Wholesaler,18,High,101,133657
R07778,13-01-2025,Radish,Premium,Tiruppur Market,Trichy,2301,Low,Low,Rainy,No,1204,112,Grade C,14,Retailer,11,High,93,66922
R07779,17-03-2025,Cauliflower,Hybrid,Chennai Market,Coimbatore,1154,Low,Low,Rainy,Yes,2305,105,Grade A,14,Exporter,12,Medium,96,82274
R07780,09-06-2025,Beans,Hybrid,Dindigul Market,Salem,2924,Medium,Low,Sunny,No,2126,154,Grade A,6,Retailer,7,Low,95,107007
R07781,20-02-2025,Tomato,Premium,Salem Market,Coimbatore,3126,High,Low,Sunny,No,3274,157,Grade A,2,Wholesaler,25,Low,110,138160
R07782,11-05-2025,Ladies Finger,Local,Dindigul Market,Tiruppur,1030,Medium,Low,Rainy,No,4034,104,Grade A,9,Exporter,10,High,112,83459
R07783,01-05-2026,Radish,Hybrid,Karur Market,Erode,413,High,High,Sunny,No,2600,137,Grade B,1,Retailer,14,Low,91,83450
R07784,23-07-2026,Potato,Hybrid,Namakkal Market,Madurai,1007,Medium,Medium,Sunny,No,2886,99,Grade B,6,Supermarket,2,Low,119,84548
R07785,20-01-2025,Carrot,Hybrid,Coimbatore Market,Dindigul,2276,High,High,Cloudy,No,4572,156,Grade C,8,Exporter,15,Low,108,74767
R07786,27-04-2026,Chilli,Premium,Namakkal Market,Karur,2743,Low,Low,Rainy,No,3743,209,Grade C,5,Wholesaler,29,Low,92,80855
R07787,15-11-2026,Beetroot,Premium,Namakkal Market,Chennai,4005,Medium,Low,Rainy,No,1925,175,Grade A,2,Retailer,21,High,110,97732
R07788,06-04-2025,Carrot,Local,Salem Market,Namakkal,2593,High,Medium,Cloudy,No,4877,146,Grade C,10,Supermarket,27,Low,106,90786
R07789,13-04-2026,Cabbage,Local,Trichy Market,Madurai,2393,Low,High,Rainy,No,3622,218,Grade A,4,Retailer,1,Low,115,59629
R07790,28-09-2026,Radish,Premium,Chennai Market,Namakkal,1214,Low,High,Sunny,No,2913,56,Grade A,13,Retailer,22,Low,102,84845
R07791,03-10-2026,Drumstick,Premium,Karur Market,Chennai,4190,Low,Medium,Sunny,Yes,1305,234,Grade C,6,Supermarket,20,Medium,92,117546
R07792,09-11-2025,Chilli,Local,Karur Market,Erode,2466,Medium,High,Rainy,Yes,1273,35,Grade B,0,Retailer,37,Low,112,98939
R07793,24-12-2026,Tomato,Local,Madurai Market,Namakkal,4181,Low,High,Sunny,No,747,25,Grade B,2,Wholesaler,24,High,97,83102
R07794,04-07-2026,Carrot,Premium,Namakkal Market,Trichy,3591,High,High,Cloudy,No,1236,68,Grade B,10,Supermarket,34,Low,95,109076
R07795,09-02-2025,Brinjal,Local,Trichy Market,Madurai,3174,Medium,High,Sunny,Yes,1440,80,Grade A,1,Wholesaler,2,Medium,114,91534
R07796,26-10-2026,Cucumber,Local,Namakkal Market,Madurai,2275,Medium,High,Sunny,Yes,1638,38,Grade B,9,Wholesaler,32,Low,104,100190
R07797,07-12-2026,Beetroot,Hybrid,Trichy Market,Trichy,1230,High,Low,Rainy,No,2416,79,Grade B,1,Wholesaler,30,Low,91,101425
R07798,16-12-2026,Beetroot,Local,Namakkal Market,Dindigul,2882,High,Medium,Sunny,Yes,4620,44,Grade A,15,Wholesaler,24,Low,116,102444
R07799,27-09-2025,Drumstick,Premium,Chennai Market,Karur,754,Low,Medium,Cloudy,No,3920,163,Grade A,15,Retailer,35,Low,90,80478
R07800,24-01-2026,Brinjal,Local,Dindigul Market,Chennai,2838,Low,Low,Rainy,Yes,3560,115,Grade C,5,Wholesaler,32,Medium,91,69158
R07801,15-09-2025,Tomato,Premium,Tiruppur Market,Dindigul,2605,Medium,Medium,Cloudy,No,797,226,Grade B,14,Exporter,2,High,111,97730
R07802,08-02-2025,Drumstick,Hybrid,Dindigul Market,Madurai,2920,Low,Medium,Cloudy,Yes,1668,108,Grade C,7,Retailer,33,High,95,86806
R07803,25-05-2025,Carrot,Premium,Dindigul Market,Dindigul,2881,Low,Low,Rainy,Yes,3108,201,Grade A,2,Supermarket,22,Medium,104,99776
R07804,08-01-2026,Onion,Premium,Chennai Market,Trichy,3755,Low,High,Rainy,Yes,2310,200,Grade C,8,Wholesaler,23,High,111,68974
R07805,05-02-2025,Beans,Local,Madurai Market,Erode,4133,Medium,Low,Cloudy,Yes,1087,228,Grade C,4,Retailer,40,Medium,105,97978
R07806,23-08-2026,Cucumber,Local,Trichy Market,Salem,136,Medium,Low,Rainy,No,3898,140,Grade B,5,Exporter,13,Medium,97,82036
R07807,04-03-2025,Potato,Local,Chennai Market,Chennai,1669,Low,Medium,Sunny,Yes,871,86,Grade B,1,Wholesaler,39,High,98,93403
R07808,27-03-2025,Cabbage,Local,Dindigul Market,Erode,1207,Medium,Low,Sunny,Yes,1873,130,Grade A,4,Retailer,7,Medium,90,91269
R07809,18-04-2025,Brinjal,Local,Trichy Market,Madurai,540,Medium,Medium,Cloudy,No,3286,176,Grade A,6,Wholesaler,14,Low,102,64779
R07810,21-12-2026,Radish,Local,Dindigul Market,Erode,3728,Low,Low,Sunny,Yes,2525,99,Grade A,4,Supermarket,18,High,95,110416
R07811,01-08-2026,Drumstick,Premium,Namakkal Market,Trichy,3680,High,Low,Cloudy,No,2103,118,Grade B,3,Retailer,15,Low,93,126609
R07812,25-10-2026,Pumpkin,Premium,Erode Market,Madurai,2701,High,High,Rainy,Yes,1358,124,Grade C,2,Supermarket,39,Medium,105,94916
R07813,25-12-2026,Cauliflower,Premium,Tiruppur Market,Madurai,2807,Medium,High,Rainy,Yes,2040,108,Grade A,9,Retailer,35,High,103,89233
R07814,26-12-2026,Beetroot,Local,Madurai Market,Coimbatore,1633,Medium,Low,Rainy,No,2195,32,Grade A,1,Wholesaler,10,Medium,101,90823
R07815,27-01-2025,Potato,Premium,Chennai Market,Dindigul,863,Low,High,Rainy,No,1971,140,Grade B,9,Supermarket,6,Medium,109,48962
R07816,11-09-2025,Onion,Premium,Karur Market,Chennai,3592,Low,Medium,Rainy,No,1002,179,Grade C,5,Supermarket,17,Medium,97,75485
R07817,17-08-2025,Chilli,Local,Karur Market,Chennai,2409,Medium,High,Sunny,No,1712,123,Grade A,10,Wholesaler,39,High,103,96375
R07818,28-04-2025,Beetroot,Local,Karur Market,Chennai,297,Low,Low,Cloudy,No,684,184,Grade A,1,Supermarket,18,Medium,114,65737
R07819,26-12-2025,Pumpkin,Premium,Trichy Market,Coimbatore,3368,Medium,Medium,Sunny,Yes,2871,146,Grade A,9,Supermarket,22,Medium,94,117880
R07820,02-07-2025,Tomato,Local,Trichy Market,Coimbatore,2592,Low,Low,Sunny,Yes,2737,159,Grade C,15,Exporter,11,Low,98,95588
R07821,24-12-2025,Drumstick,Premium,Tiruppur Market,Karur,4118,High,High,Rainy,Yes,403,86,Grade B,0,Supermarket,29,High,108,121020
R07822,11-11-2025,Pumpkin,Local,Dindigul Market,Salem,4203,Low,High,Sunny,No,2026,139,Grade B,0,Wholesaler,32,Medium,90,94900
R07823,15-11-2026,Drumstick,Hybrid,Namakkal Market,Salem,4106,High,High,Sunny,Yes,315,151,Grade A,3,Exporter,26,Low,111,146883
R07824,30-01-2026,Pumpkin,Local,Namakkal Market,Karur,1603,High,Low,Sunny,Yes,320,220,Grade C,2,Supermarket,2,High,114,95470
R07825,15-07-2025,Beetroot,Premium,Tiruppur Market,Karur,2776,Low,Low,Cloudy,Yes,4253,56,Grade B,4,Supermarket,17,Medium,115,106782
R07826,06-11-2026,Brinjal,Premium,Madurai Market,Dindigul,4968,Medium,Medium,Rainy,No,4502,13,Grade B,2,Retailer,39,Low,119,112442
R07827,22-12-2025,Drumstick,Hybrid,Chennai Market,Trichy,3196,Low,Medium,Cloudy,Yes,3544,109,Grade C,9,Supermarket,24,High,98,81542
R07828,18-08-2025,Cauliflower,Premium,Namakkal Market,Erode,506,Medium,Medium,Sunny,Yes,4112,119,Grade A,2,Retailer,12,Low,98,98340
R07829,04-12-2026,Brinjal,Premium,Tiruppur Market,Tiruppur,2831,High,High,Sunny,Yes,1845,170,Grade C,15,Retailer,38,Medium,95,106684
R07830,10-04-2026,Cauliflower,Premium,Namakkal Market,Tiruppur,3965,High,Medium,Sunny,Yes,2245,33,Grade B,12,Retailer,5,High,120,106010
R07831,06-12-2026,Carrot,Local,Trichy Market,Karur,2611,Medium,Low,Cloudy,Yes,534,74,Grade C,8,Exporter,18,High,93,96013
R07832,16-08-2026,Chilli,Premium,Coimbatore Market,Karur,678,Medium,Medium,Cloudy,Yes,1580,29,Grade A,5,Retailer,14,Low,91,94952
R07833,24-09-2026,Onion,Premium,Coimbatore Market,Tiruppur,4104,Medium,Medium,Cloudy,Yes,1863,208,Grade C,0,Exporter,23,Medium,119,131389
R07834,08-05-2025,Onion,Local,Karur Market,Dindigul,438,High,High,Cloudy,Yes,3556,42,Grade B,15,Supermarket,38,Low,104,86153
R07835,13-10-2025,Radish,Hybrid,Chennai Market,Trichy,3479,High,Low,Cloudy,No,3810,229,Grade B,13,Wholesaler,23,High,102,85965
R07836,07-03-2026,Pumpkin,Hybrid,Madurai Market,Coimbatore,2163,High,High,Cloudy,No,994,141,Grade C,1,Wholesaler,10,Low,116,70787
R07837,30-12-2025,Carrot,Premium,Coimbatore Market,Tiruppur,2612,High,Low,Rainy,No,4341,184,Grade C,14,Supermarket,6,Medium,106,90725
R07838,11-02-2025,Tomato,Premium,Madurai Market,Coimbatore,1292,High,High,Cloudy,No,3644,80,Grade B,2,Retailer,15,Low,108,93318
R07839,14-06-2026,Chilli,Local,Madurai Market,Madurai,3594,Low,Medium,Cloudy,Yes,364,230,Grade B,2,Retailer,31,Medium,112,96699
R07840,14-12-2025,Drumstick,Premium,Coimbatore Market,Salem,956,High,High,Sunny,No,1640,174,Grade C,1,Wholesaler,35,Low,103,90347
R07841,18-08-2026,Beetroot,Hybrid,Erode Market,Madurai,840,High,High,Sunny,Yes,4224,207,Grade B,7,Retailer,8,Low,97,78352
R07842,22-04-2025,Cucumber,Premium,Coimbatore Market,Coimbatore,1482,Medium,Medium,Rainy,Yes,2777,182,Grade B,1,Retailer,29,Medium,112,91257
R07843,02-08-2025,Onion,Premium,Dindigul Market,Namakkal,3474,Low,Low,Rainy,No,4873,229,Grade A,12,Retailer,8,Medium,115,81048
R07844,07-11-2025,Potato,Premium,Coimbatore Market,Tiruppur,1163,High,High,Sunny,No,2842,28,Grade A,10,Exporter,9,Medium,98,92709
R07845,10-11-2026,Brinjal,Premium,Coimbatore Market,Karur,4053,High,Low,Sunny,No,4315,135,Grade B,0,Retailer,17,Low,106,122951
R07846,26-01-2025,Ladies Finger,Premium,Erode Market,Salem,2803,Low,Low,Cloudy,No,2634,90,Grade A,11,Retailer,36,Low,93,109467
R07847,07-12-2025,Cabbage,Premium,Chennai Market,Chennai,808,Medium,High,Sunny,Yes,2290,130,Grade C,9,Exporter,30,Medium,98,93998
R07848,18-02-2026,Carrot,Hybrid,Namakkal Market,Salem,1217,Medium,Medium,Cloudy,Yes,4031,120,Grade B,7,Retailer,19,High,97,84381
R07849,07-03-2025,Cucumber,Hybrid,Madurai Market,Erode,796,Medium,Low,Sunny,Yes,2120,33,Grade B,6,Wholesaler,26,High,99,100429
R07850,10-05-2025,Pumpkin,Premium,Chennai Market,Chennai,755,Medium,Low,Rainy,Yes,3680,54,Grade A,15,Exporter,16,Low,107,104129
R07851,10-01-2025,Cucumber,Premium,Madurai Market,Madurai,1352,High,Low,Rainy,Yes,4331,179,Grade B,0,Wholesaler,36,Low,118,115080
R07852,11-03-2026,Brinjal,Local,Chennai Market,Erode,836,Medium,High,Rainy,Yes,4499,211,Grade C,14,Supermarket,32,Medium,116,54805
R07853,21-05-2026,Pumpkin,Hybrid,Trichy Market,Trichy,3265,Low,High,Sunny,No,230,170,Grade C,1,Retailer,1,Low,116,62926
R07854,26-09-2026,Ladies Finger,Hybrid,Karur Market,Chennai,141,High,Low,Rainy,Yes,2868,227,Grade C,6,Wholesaler,10,Medium,102,80736
R07855,26-10-2026,Pumpkin,Premium,Coimbatore Market,Madurai,2609,High,Medium,Cloudy,Yes,296,72,Grade B,5,Supermarket,24,Medium,92,111433
R07856,29-06-2025,Pumpkin,Hybrid,Namakkal Market,Namakkal,1491,High,Low,Cloudy,Yes,626,17,Grade C,1,Retailer,23,Medium,103,106357
R07857,23-01-2026,Radish,Premium,Coimbatore Market,Namakkal,3814,High,Medium,Sunny,No,2785,58,Grade C,12,Retailer,6,Medium,114,100767
R07858,17-07-2026,Beetroot,Hybrid,Namakkal Market,Karur,450,Medium,Low,Cloudy,No,1685,230,Grade B,10,Exporter,20,High,116,74874
R07859,08-04-2025,Ladies Finger,Hybrid,Trichy Market,Chennai,1728,Medium,Medium,Cloudy,Yes,2295,39,Grade B,12,Retailer,3,High,109,87913
R07860,06-01-2026,Chilli,Local,Madurai Market,Coimbatore,3103,High,Low,Rainy,Yes,4938,241,Grade A,14,Retailer,31,Medium,109,118707
R07861,13-08-2026,Radish,Local,Namakkal Market,Erode,715,Medium,Medium,Rainy,Yes,2575,83,Grade A,6,Exporter,27,Medium,112,103512
R07862,08-11-2026,Ladies Finger,Hybrid,Salem Market,Madurai,1219,Low,Medium,Sunny,No,4415,163,Grade B,2,Supermarket,6,High,119,75448
R07863,08-10-2025,Brinjal,Hybrid,Tiruppur Market,Trichy,2617,Medium,Low,Rainy,No,407,171,Grade B,11,Wholesaler,9,Low,107,90553
R07864,26-12-2025,Tomato,Premium,Madurai Market,Salem,261,Medium,Medium,Cloudy,No,421,169,Grade A,15,Wholesaler,32,Medium,117,81532
R07865,22-03-2025,Brinjal,Premium,Dindigul Market,Karur,848,Low,High,Sunny,No,4945,145,Grade C,1,Wholesaler,40,Low,103,56660
R07866,07-12-2026,Beans,Premium,Tiruppur Market,Namakkal,1560,Medium,Low,Cloudy,Yes,839,154,Grade C,14,Retailer,25,Low,91,98264
R07867,11-05-2025,Tomato,Local,Trichy Market,Chennai,203,Medium,Low,Rainy,No,1602,38,Grade C,4,Retailer,18,Low,101,54315
R07868,28-12-2025,Chilli,Hybrid,Erode Market,Chennai,1722,Low,High,Cloudy,No,4160,230,Grade A,11,Retailer,33,High,101,66583
R07869,28-02-2026,Cucumber,Hybrid,Erode Market,Namakkal,2923,Low,Medium,Cloudy,No,4606,75,Grade B,10,Retailer,20,Low,94,76066
R07870,11-01-2025,Potato,Local,Salem Market,Dindigul,4789,High,Low,Cloudy,No,3645,30,Grade B,5,Exporter,24,High,104,125121
R07871,09-05-2026,Onion,Local,Salem Market,Dindigul,471,High,Medium,Rainy,Yes,678,52,Grade C,11,Supermarket,33,Low,116,95678
R07872,12-09-2025,Potato,Local,Karur Market,Chennai,1116,Medium,Low,Sunny,Yes,2218,230,Grade A,4,Exporter,6,High,104,94445
R07873,30-01-2026,Beetroot,Hybrid,Tiruppur Market,Trichy,809,Medium,Low,Cloudy,Yes,1879,13,Grade C,14,Retailer,8,High,113,63278
R07874,24-09-2025,Cabbage,Hybrid,Trichy Market,Karur,4528,Low,High,Rainy,No,2084,196,Grade B,2,Wholesaler,27,Low,95,78879
R07875,18-02-2026,Beetroot,Local,Dindigul Market,Karur,1673,Low,Medium,Sunny,No,2008,104,Grade B,14,Exporter,28,Low,113,92270
R07876,15-09-2026,Chilli,Hybrid,Namakkal Market,Salem,3676,Low,Medium,Sunny,No,3670,22,Grade B,3,Wholesaler,15,Medium,92,100446
R07877,08-10-2026,Radish,Local,Erode Market,Dindigul,3445,High,Low,Rainy,Yes,4545,176,Grade B,4,Supermarket,4,High,115,101733
R07878,11-05-2026,Cauliflower,Local,Dindigul Market,Namakkal,874,High,High,Sunny,Yes,2162,213,Grade A,5,Retailer,32,High,119,71431
R07879,06-06-2026,Brinjal,Local,Dindigul Market,Namakkal,752,Low,High,Sunny,No,2929,225,Grade A,3,Exporter,15,High,97,53810
R07880,12-03-2025,Cauliflower,Premium,Namakkal Market,Trichy,3509,High,Low,Cloudy,No,3987,176,Grade C,1,Retailer,33,High,95,102912
R07881,26-10-2025,Pumpkin,Premium,Coimbatore Market,Tiruppur,3810,Medium,High,Cloudy,Yes,2145,206,Grade B,7,Wholesaler,2,Low,108,85009
R07882,31-10-2026,Ladies Finger,Hybrid,Chennai Market,Namakkal,1575,Medium,Medium,Rainy,No,2491,174,Grade B,11,Retailer,7,Medium,95,68844
R07883,31-10-2026,Cauliflower,Local,Trichy Market,Karur,1026,Medium,Low,Rainy,Yes,2243,222,Grade C,1,Wholesaler,12,Medium,117,77519
R07884,29-10-2026,Onion,Hybrid,Chennai Market,Coimbatore,2357,Low,Low,Sunny,No,225,91,Grade C,15,Supermarket,18,Medium,100,92577
R07885,17-01-2025,Pumpkin,Local,Dindigul Market,Karur,3192,Low,High,Sunny,Yes,1331,85,Grade B,0,Supermarket,30,Medium,120,88304
R07886,11-05-2026,Cucumber,Premium,Dindigul Market,Coimbatore,2760,Medium,Medium,Rainy,No,460,212,Grade A,10,Supermarket,38,High,108,109334
R07887,06-11-2026,Beetroot,Local,Namakkal Market,Coimbatore,3012,High,High,Cloudy,No,2191,63,Grade A,11,Exporter,21,High,119,92350
R07888,11-01-2026,Ladies Finger,Hybrid,Karur Market,Karur,2384,Medium,Medium,Cloudy,No,2315,29,Grade A,5,Exporter,2,Medium,116,100414
R07889,05-09-2026,Drumstick,Hybrid,Madurai Market,Chennai,1360,High,Low,Sunny,Yes,2813,108,Grade A,3,Supermarket,12,Medium,94,122133
R07890,14-05-2026,Cucumber,Hybrid,Madurai Market,Karur,1518,Low,Low,Rainy,No,2306,11,Grade B,13,Supermarket,23,High,114,78691
R07891,06-02-2025,Carrot,Premium,Karur Market,Chennai,4254,High,Medium,Sunny,Yes,694,8,Grade A,5,Wholesaler,19,Low,99,139380
R07892,30-07-2025,Potato,Local,Chennai Market,Madurai,3139,Medium,High,Cloudy,No,3101,32,Grade B,4,Retailer,15,Low,107,88472
R07893,29-08-2025,Carrot,Hybrid,Dindigul Market,Coimbatore,4275,Medium,Medium,Sunny,Yes,3596,196,Grade C,14,Supermarket,33,High,118,98741
R07894,19-10-2025,Cabbage,Premium,Namakkal Market,Tiruppur,4851,Medium,Low,Cloudy,No,3993,173,Grade B,11,Retailer,7,High,92,107382
R07895,11-10-2026,Beans,Local,Erode Market,Karur,746,Low,High,Rainy,No,760,102,Grade C,8,Supermarket,22,Medium,116,43939
R07896,04-11-2026,Brinjal,Premium,Erode Market,Salem,2463,Medium,Low,Sunny,Yes,1555,227,Grade C,0,Exporter,29,High,101,121633
R07897,26-10-2025,Cauliflower,Premium,Salem Market,Dindigul,3172,High,Low,Cloudy,No,1621,28,Grade B,0,Supermarket,10,Low,98,133521
R07898,20-12-2025,Onion,Local,Coimbatore Market,Dindigul,4115,High,Low,Cloudy,Yes,318,14,Grade A,12,Wholesaler,13,Low,107,137954
R07899,07-11-2026,Chilli,Hybrid,Coimbatore Market,Coimbatore,443,Medium,High,Sunny,Yes,1933,250,Grade A,11,Retailer,18,Medium,94,74099
R07900,18-01-2025,Beetroot,Hybrid,Tiruppur Market,Erode,4550,Medium,High,Rainy,No,946,144,Grade B,3,Supermarket,19,Medium,99,102670
R07901,31-01-2026,Chilli,Hybrid,Namakkal Market,Madurai,2128,Medium,Medium,Sunny,No,771,19,Grade B,4,Wholesaler,9,Low,95,90917
R07902,25-04-2026,Beetroot,Hybrid,Namakkal Market,Namakkal,1333,Low,High,Sunny,Yes,2728,133,Grade C,5,Retailer,7,High,119,51355
R07903,20-11-2026,Chilli,Local,Namakkal Market,Tiruppur,3893,Low,Low,Cloudy,No,387,219,Grade A,7,Retailer,36,Medium,98,113077
R07904,23-11-2026,Beans,Premium,Coimbatore Market,Dindigul,2577,Medium,Low,Sunny,No,2108,212,Grade B,3,Supermarket,32,Medium,116,122014
R07905,13-07-2026,Brinjal,Local,Karur Market,Madurai,4502,High,High,Sunny,Yes,814,100,Grade B,7,Wholesaler,19,Medium,90,112723
R07906,19-11-2025,Potato,Hybrid,Madurai Market,Trichy,2819,High,Low,Rainy,Yes,4054,148,Grade B,7,Wholesaler,5,Low,116,99988
R07907,10-06-2026,Cabbage,Local,Madurai Market,Madurai,1889,High,High,Sunny,No,1833,180,Grade B,8,Supermarket,16,Medium,99,75187
R07908,27-06-2026,Carrot,Hybrid,Trichy Market,Karur,1750,Medium,Medium,Rainy,No,984,163,Grade B,0,Wholesaler,34,Medium,113,90058
R07909,30-08-2025,Tomato,Hybrid,Salem Market,Erode,501,Low,Medium,Rainy,No,3209,6,Grade B,15,Supermarket,21,High,90,67401
R07910,04-12-2025,Cucumber,Hybrid,Tiruppur Market,Karur,2783,Low,Medium,Cloudy,Yes,2645,104,Grade B,8,Retailer,10,Low,94,78989
R07911,20-12-2025,Beetroot,Premium,Tiruppur Market,Salem,2859,Medium,Low,Cloudy,No,3426,198,Grade C,12,Wholesaler,17,High,114,90566
R07912,02-07-2026,Potato,Hybrid,Namakkal Market,Namakkal,3158,Low,High,Sunny,Yes,318,189,Grade A,6,Supermarket,18,Medium,98,103496
R07913,20-05-2026,Beetroot,Premium,Erode Market,Erode,2526,Low,Medium,Rainy,No,2263,124,Grade C,8,Retailer,4,High,115,55806
R07914,17-01-2025,Cabbage,Hybrid,Erode Market,Tiruppur,978,High,Medium,Cloudy,No,4506,117,Grade A,14,Retailer,30,High,106,78757
R07915,10-08-2026,Cauliflower,Local,Karur Market,Chennai,1407,Low,Low,Sunny,No,1697,167,Grade A,8,Retailer,40,Low,90,92502
R07916,25-09-2025,Cauliflower,Local,Madurai Market,Karur,4331,Medium,High,Sunny,No,3079,227,Grade A,9,Wholesaler,5,Low,102,101782
